recipe_name,recipe_CompletePicture_url,recipeProcess_pictures_url,recipe_process,recipe_stuff,recipe_stuff_count,recipe_StuffCountUnit
배추된장국,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022612_1583731572075.JPG,"['http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022132_1583731292189.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022147_1583731307341.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022201_1583731321063.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022215_1583731335496.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022233_1583731353838.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022246_1583731366341.JPG']","['1. 배추, 양파, 두부는 한입 크기로 썰고 대파와 청양고추는 어슷썰어 준비한다.', '2. 전처리 후 남은 양파껍질, 대파뿌리와 다시멸치를 넣고 육수를 우린 후 거른다.', '3. 두부는 끓는 물에 10분정도 넣어서 염분기를 빼준다.', '4. 냄비에 참기름과 배추를 넣어 볶다가 쌀뜨물과 육수를 넣어 끓인다.', '5. 두부와 양파, 대파, 고추를 넣는다.', '6. 된장, 간마늘, 생강즙을 넣어 간을 맞춘다.']","['배추', '두부', '양파', '대파', '다시멸치', '청양고추', '다진마늘', '생강즙', '된장', '쌀뜨물', '물']","['20', '30', '20', '10', '5', '1', '05', '05', '2', '60', '300']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
한우굴라쉬,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309035140_1583736700730.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309035924_1583737164266.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309035954_1583737194373.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309040008_1583737208826.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309040157_1583737317308.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309040215_1583737335926.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309040232_1583737352462.JPG']","['1. 쇠고기 등심은 큐브 모양으로 썰어 소금, 후추 간을 하고 밀가루를 묻힌다.', '2. 감자, 토마토는 한 입 크기로 썰고, 마늘은 편썰기, 파프리카는 채썰기, 양파는 다진다.', '3. 팬에 버터와 올리브유를 넣고 양파, 마늘을 볶다가 쇠고기를 넣어 볶는다.', '4. 쇠고기가 익으면 감자, 토마토, 파프리카를 넣는다.', '5. 토마토 페이스트, 케찹을 넣어 볶다가 물과 월계수잎을 넣어 끓인다.', '6. 소금, 후추로 간을 하고 푹 익혀준다.']","['쇠고기 등심', '양파', '감자', '파프리카', '토마토', '마늘', '밀가루', '토마토페이스트', '케첩', '버터', '올리브유', '월계수잎', '소금', '후추', '물']","['175', '75', '15', '32', '25', '17', '17', '137', '9', '5', '1', '01', '01', '01', '300']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
요거트강화순무김치,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125050922_1611562162968.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125050947_1611562187845.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051002_1611562202196.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051037_1611562237705.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051051_1611562251555.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051103_1611562263937.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051140_1611562300279.JPG']","['1. 순무는 2.5*2.5*0.3 cm 크기로 나박 모양으로 썬다.', '2. 고운 고춧가루, 굵은 고춧가루, 다진마늘, 소금, 요거트를 섞어 양념장을 만든다.', '3. 쪽파는 0.2cm 크기로 송송 썰어 준비한다.', '4. 순무에 양념장을 넣고 버무려 준다.', '5. 양념된 순무를 하루 정도 냉장보관하여 숙성시킨다.', '6. 숙성된 순무김치에 쪽파를 고명으로 얹어 제공한다.']","['순무', '쪽파', '고운 고춧가루', '굵은 고춧가루', '다진마늘', '플레인요거트', '소금']","['40', '02', '1', '1', '1', '2', '02']","['g', 'g', 'g', 'g', 'g', 'g', 'g']"
과일 먹은 닭탕수,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012615_1554697575394.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012702_1554697622088.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012732_1554697652820.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012753_1554697673568.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012811_1554697691704.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012829_1554697709232.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012844_1554697724213.jpg']","['1. 닭다리의 살만 발라내 4cm ? 1cm 크기로 썬다.', '2. 1에 소금, 후추로 밑간한 뒤 청주를 넣어 재운다.', '3. 포도알은 2등분하고 사과, 파인애플은 한 입 크기로 썬다.', '4. 2에 녹말을 입혀 기름에 2번 튀긴다.', '5. 팬에 물, 설탕, 레몬즙을 넣고 한소끔 끓인다.', '6. 소스에 물전분을 넣어 농도를 맞추고 썰어둔 과일을 넣는다.']","['포도', '미니사과', '파인애플', '전분', '설탕', '레몬', '청주', '후추', '소금', '물']","['15', '30', '15', '80', '20', '70', '10', '02', '2', '200']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
콜리플라워미역국,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023204_1583731924541.JPG,"['http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023251_1583731971026.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023305_1583731985515.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023317_1583731997484.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023335_1583732015547.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023348_1583732028816.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023403_1583732043020.JPG']","['1. 디포리를 살짝 볶아 물, 양파, 무를 넣고 육수를 낸다.', '2. 건새우를 볶아서 건표고버섯과 함께 곱게 간다.', '3. 콜리플라워는 먹기 좋은 크기로 썰어 볶는다.', '4. 냄비에 불려서 손질해 놓은 미역과 참기름을 넣어 볶는다.', '5. 육수를 넣고 푹 끓이다가 ②와 저염간장으로 간을 맞춘다.', '6. 마지막으로 콜리플라워를 넣어 완성한다.']","['콜리플라워', '건미역', '물', '디포리', '양파', '무', '저염간장', '건표고버섯', '건새우', '물']","['25', '2', '500', '2', '20', '20', '1', '3', '3', '300']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
구기자모듬장조림,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011138_1584072698244.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011248_1584072768170.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011304_1584072784898.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011317_1584072797861.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011335_1584072815025.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011347_1584072827654.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011400_1584072840511.JPG']","['1. 한돈은 사태로 준비하여 깍둑썰기하여 세척한다.', '2. 양파, 파, 다시마, 표고버섯, 마늘은 깨끗이 세척 후 적당한 크기로 자르고, 당근, 곤약은 깍뚝썰기하여 준비한다.', '3. 냄비에 물과 저염간장을 2:1 비율로 조림장을 준비한다.', '4. 조림장에 구기자 및 양파, 파, 다시마, 표고버섯, 마늘을 넣고 끓인다.', '5. 조림장이 끓으면 사태, 메추리알, 당근, 곤약을 넣고 조린다.', '6. 접시에 담아서 완성한다.']","['메추리알', '당근', '곤약', '구기자', '양파', '파', '다시마', '마늘', '표고버섯', '저염간장']","['30', '10', '10', '5', '10', '10', '5', '10', '10', '15']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
오미자저염나박김치,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051842_1611562722531.JPG,"['http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051908_1611562748474.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051924_1611562764362.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051937_1611562777717.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051952_1611562792378.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125052007_1611562807357.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125052021_1611562821450.JPG']","['1. 배추, 콜라비, 오이, 당근을 나박모양으로 썬다.', '2. 레몬은 은행잎썰기, 홍고추는 어슷썰기, 실파는 1.5cm 길이로 썬다.', '3. 식초, 설탕, 오미자청으로 단촛물을 만든다.', '4. 단촛물에 야채, 레몬, 고추, 실파를 넣고 숙성시킨다.', '5. 숙성 후 색을 보고 오미자청을 더 첨가한다.', '6. 숙성된 오미자 나박김치를 그릇에 담아준다.']","['배추', '콜라비', '오이', '당근', '실파', '홍고추', '레몬', '오미자엑기스', '식초', '설탕', '물']","['10', '5', '2', '2', '1', '1', '5', '5', '30', '5', '10']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
느타리버섯볶음,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051519_1678090519731.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051626_1678090586108.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051645_1678090605363.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051703_1678090623293.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051719_1678090639349.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051735_1678090655396.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306051752_1678090672160.jpg']","['1. 느타리버섯은 밑동을 자르고 가닥가닥 찢어 데쳐서 찬물에 헹궈 물기를 제거한다.', '2. 파프리카와 청피망은 채 썰고, 크래미는 잘게 찢는다.', '3. 팬에 기름을 두르고 손질한 파프리카와 피망을 넣어 볶는다.', '4. 느타리버섯을 넣어 볶는다.', '5. 게살을 넣어 볶다가 간장으로 색을 낸다.', '6. 소금과 후추로 마무리한다.']",['노란색 각'],['10'],['g']
닭고기 바비큐,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053447_1416213287870.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/849-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/849-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/849-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/849-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/849-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/849-6.jpg']","['1. 닭가슴살은 3cm 주사위모양으로 썰고 식용유와 이탈리안 시즈닝으로 양념한다.', '2. 홍피망, 노랑파프리카, 양파는 3cm 크기로 썰고 양송이버섯은 반으로 썬다.', '3. 소스 재료를 넣고 끓인다.', '4. 닭가슴살은 구워서 반만 익히고 꼬치에 채소와 함께 꽂는다.', '5. 그릴에서 완전히 굽는다.', '6. 소스를 끼얹어 낸다.']","['닭가슴살', '홍피망', '양파', '노랑파프리카', '양송이버섯', '양파다진것', '마늘다진것', '케첩', '홍토마토', '설탕', '물', '타임', '로즈마리', '바질', '오레가노']","['60', '24', '30', '24', '9', '6', '12', '9', '12', '3', '18', '09', '09', '12', '12']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
닭고기 편육,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053449_1416213289103.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/851-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/851-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/851-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/851-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/851-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/851-6.jpg']","['1. 오븐을 175℃로 예열한다.', '2. 닭고기 밑간 양념으로 30분정도 재운다.', '3. 재워 놓은 닭고기를 175℃의 오븐에서 15분 굽는다.', '4. 조림장을 모두 넣고 끓인다.', '5. 닭고기 구운 것을 넣고 10~15분 간 졸인다.', '6. 닭고기를 먹기 좋게 잘라 남은 소스를 얹어 낸다.']","['닭고기가슴살', '요구르트', '식용유', '후춧가루', '간장', '설탕', '꿀', '홍고추마른것', '정종', '참기름', '대파']","['100', '6', '1', '003', '3', '5', '1', '1', '5', '08', '10']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
돼지고기 찹쌀부침,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053450_1416213290025.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/852-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/852-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/852-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/852-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/852-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/852-6.jpg']","['1. 돼지고기는 간장, 물엿, 다진마늘, 후춧가루로 밑간 한다.', '2. 레디쉬, 깻잎, 대파는 채썬다.', '3. 소스 재료들은 모두 믹서에 간다.', '4. 돼지고기에 찹쌀가루를 두 번 입힌다.', '5. 가열된 팬에 옷입힌 돼지고기를 지진다.', '6. 구운 돼지고기에 썰어둔 채소를 얹은 후 고기를 말아 소스와 곁들인다.']","['돼지고기 등심', '젖은 찹쌀가루', '간장', '물엿', '다진마늘', '후춧가루', '무순', '레디쉬', '깻잎', '대파', '된장', '파인애플', '물', '홍고추', '통마늘']","['50', '50', '1', '3', '2', '01', '1', '03', '15', '3', '1', '15', '30', '05', '03']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
등심 배구이,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053450_1416213290929.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/853-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/853-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/853-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/853-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/853-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/853-6.jpg']","['1. 소고기등심은 손질하여 칼등으로 부드럽게 두드린 뒤 4cm 길이로 썰어서 재움장에 30분 정도 재운다.', '2. 오이는 0.2cm 두께로 동그랗게 썰어 소금에 살짝 절였다 짠다.', '3. 배는 껍질과 씨를 제거하고 반달모양으로 0.2cm 두께로 썬다.', '4. 팬에 식용유를 두르고 오이는 센불에서 살짝 볶고 배는 노릇하게 지진다.', '5. 팬에 재워둔 소고기등심을 지지고 초간장소스를 만든다.', '6. 노릇하게 지진 배에 소고기등심을 오이, 잣가루를 얹고 가볍게 싸서 저나트륨 초간장에 찍어 먹는다.']","['쇠고기등심', '배', '오이', '잣가루', '식용유', '포도주', '후춧가루', '간장', '사과주스', '식초', '설탕', '와사미']","['38', '12', '9', '05', '05', '25', '01', '13', '38', '13', '13', '08']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
버섯소스를 곁들인 돼지 등심 스테이크,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053454_1416213294458.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/855-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/855-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/855-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/855-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/855-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/855-6.jpg']","['1. 양송이버섯과 표고버섯은 얇게 썰고 애느타리버섯은 잘게 찢어 놓는다.', '2. 썰어놓은 돼지고기는 후춧가루와 밀가루로 밑간한다.', '3. 가열된 팬에 식용유를 넣고 고기를 굽는다.', '4. 고기를 한쪽으로 밀어두고 버섯들을 넣어 볶다가 화이트와인과 물을 넣고 끓인다. 반쯤 졸아지면 고기를 꺼낸다.', '5. 팬에 버터를 넣어 소스의 농도를 맞추고 다진 파슬리를 뿌려 소스를 완성한다.', '6. 고기에 소스를 얹어 낸다.']","['돼지등심', '양송이버섯', '표고버섯', '애느타리버섯', '파슬리다진것', '버터', '후춧가루', '밀가루', '식용유', '화이트와인', '물']","['100', '45', '15', '10', '3', '5', '01', '4', '2', '50', '50']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
쇠고기 감자찜,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053456_1416213296253.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/857-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/857-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/857-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/857-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/857-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/857-6.jpg']","['1. 감자는 껍질을 벗겨 반으로 갈라편편하게 놓일 수 있도록 밑면을 다듬는다.', '2. 숟가락으로 감자 윗면을 파낸다.', '3. 다진 소고기는 분량의 재료를 넣고 양념한다.', '4. 파낸 감자 안에 녹말을 묻히고 양념한 소고기를 채운다.', '5. 감자가 잠길 정도로 육수를 붓고 끓인다.', '6. 찜이 완성되면 물녹말을 부어 걸쭉하게 만든다.']","['알감자', '쇠고기다진것', '육수', '녹말가루', '파다진것', '마늘 다진것', '청고추 다진것', '홍고추 다진것', '간장', '설탕', '깨소금', '참기름', '후춧가루']","['80', '50', '50', '3', '1', '1', '1', '1', '12', '12', '05', '1', '01']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
양송이버섯과 포도주스를 가미한 등심구이,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053458_1416213298111.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/859-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/859-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/859-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/859-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/859-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/859-6.jpg']","['1. 유리볼에 고기를 담고 로즈마리, 통후추 으깬 것, 양송이버섯 썬 것, 월계수잎, 포도주스를 넣고 절인다.', '2. 작은 유리볼에 토마토소스와 소고기육수, 바질, 오레가노, 설탕, 마늘가루를 넣고 섞는다.', '3. 재워둔 고기를 꺼내 가열된 팬에 앞 뒷면을 익힌다.', '4. 고기를 구웠던 팬에 1의 남은 국물과 2의 토마토소스를 붓는다.', '5. 팬에 붙은 고기 조각들을 긁어내 함께 중불에서 끓여 양송이버섯 소스를 만든다.', '6. 스테이크를 썰어 그릇에 담고 양송이버섯 소스를 끼얹는다.']","['쇠고기등심', '양송이버섯', '포도주스', '토마토', '물', '바질', '설탕', '오레가노', '마늘가루', '소금', '파슬리다진것', '월계수잎', '로즈마리', '통후추', '타임']","['50', '20', '50', '80', '15', '25', '13', '2', '05', '04', '5', '02', '25', '1', '25']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
새우살토마토스튜,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309025909_1583733549459.JPG,"['http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309025937_1583733577515.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309025949_1583733589893.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309030002_1583733602099.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309030017_1583733617556.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309030030_1583733630522.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309030044_1583733644603.JPG']","['1. 다시마로 육수를 낸다.', '2. 새우살은 데치고 토마토는 칼집을 내어 데친 후 껍질을 벗긴다.', '3. 토마토, 양파, 당근, 호박은 먹기 좋은 크기로 썬다.', '4. 새우살과 당근, 호박을 버터에 볶아 준다.', '5. 기름을 두른 팬에 토마토와 양파를 넣고 조린다.', '6. ⑤에 ④와 육수, 케첩을 넣고 끓인 후 후추를 넣고 소금으로 간을 하여 마무리한다.']","['새우살', '토마토', '양파', '당근', '애호박', '건다시마', '버터', '케찹', '후추', '소금', '물']","['30', '20', '15', '10', '15', '3', '3', '5', '01', '02', '300']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
견과류문어떡갈비,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102240_1584062560564.JPG,"['http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102316_1584062596568.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102330_1584062610223.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102343_1584062623212.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102433_1584062673193.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102446_1584062686200.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313102458_1584062698308.JPG']","['1. 삶은 문어, 배, 호두, 아몬드는 작게 자르고, 파와 마늘은 다진다.', '2. 대추는 돌려 깍기 하여 돌돌 말아 자른다.', '3. 돈민찌, 우민찌는 잘 섞어주고 ①재료와 참기름, 후추, 찹쌀가루를 넣어 치대어 준다.', '4. 데쳐서 익힌 떡에 밀가루를 얇게 입히고 ③의 반죽을 붙혀 떡갈비를 만든다.', '5. 떡갈비를 팬에 올려 속이 익을 때까지 굽는다.', '6. 잘라놓은 대추와 잣을 고명으로 올려 완성한다.']","['돈민찌', '우민찌', '떡', '문어', '배', '호두', '아몬드', '다진마늘', '다진파', '찹쌀가루', '참기름', '후추', '밀가루', '식용유', '대추', '잣']","['80', '30', '40', '3', '5', '3', '3', '5', '5', '5', '1', '1', '05', '5', '2', '2']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
배물김치,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125052704_1611563224561.JPG,"['http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125053313_1611563593939.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125053329_1611563609059.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125053343_1611563623712.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125053359_1611563639089.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125053756_1611563876811.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125053810_1611563890459.JPG']","['1. 감자를 삶아 물과 함께 갈아 감자풀을 만든다.', '2. 배는 나박썬다.', '3. 청홍고추는 어슷썬다.', '4. 미나리는 고추와 비슷한 크기로 썰어준다.', '5. 준비된 재료에 감자 전분물, 설탕, 마늘, 생강을 넣고 섞어 물김치를 만든다.', '6. 하루 정도 숙성시킨 다음 먹는다.']","['배', '미나리', '청홍고추', '감자', '설탕', '마늘', '생강', '물']","['30', '1', '02', '4', '3', '2', '1', '100']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
성주참외동치미,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054438_1611564278881.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054038_1611564038248.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054140_1611564100267.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054155_1611564115991.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054215_1611564135168.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054231_1611564151352.JPG', 'http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125054242_1611564162881.JPG']","['1. 참외는 껍질과 속을 제거하고 먹기 좋은 크기로 썬다.', '2. 배와 마늘은 편 썰기, 양파와 대파는 채썰기, 홍고추와 생강은 다진다.', '3. 물에 식초, 설탕, 누룩소금을 넣어 국물을 만든다.', '4. 만들어 놓은 국물에 참외, 배, 양파를 넣어 잘 섞어 준다.', '5. 마지막으로 마늘, 홍고추, 생강을 넣어 섞어 준다.', '6. 동치미를 그릇에 담아 완성한다.']","['참외', '양파', '배', '대파', '마늘', '홍고추', '생강', '식초', '설탕', '누룩소금', '물']","['20', '10', '5', '3', '3', '1', '1', '4', '3', '05', '150']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
